Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name
Osteichthyes,Tetraodontiformes,Tetraodontidae,Canthigaster rivulata,Brown-lined puffer ,"Brown-lined puffer (English), Brown-lined toadfish (English)",Ocellate Toby
Osteichthyes,Tetraodontiformes,Tetraodontidae,Canthigaster solandri,Spotted sharpnose ,,
Osteichthyes,Tetraodontiformes,Tetraodontidae,Canthigaster valentini,Valentin's sharpnose puffer ,"Banded toby (English), Blacksaddle toby (English), Black-saddled toby (English), Valentin's sharpnose puffer (English)",Blacksaddle Toby
Osteichthyes,Tetraodontiformes,Tetraodontidae,Chelonodon dapsilis,Plentiful toby ,Plentiful toby (English),Plentiful Toby
Osteichthyes,Tetraodontiformes,Tetraodontidae,Chelonodon patoca,Milkspotted puffer ,"Milkspotted puffer (English), Milk-spotted toadfish (English)",Milkspot Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Contusus brevicaudus,,"Hardys toadfish (English), Prickly toadfish (English)",Prickly Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Contusus richei,Prickly toadfish ,"Barred toadfish (English), Globefish (English), Prickly toadfish (English), Toado (English)",Barred Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Feroxodon multistriatus,Manystriped blowfish ,"Ferocious puffer (English), Ferocious pufferfish (English), Manystriped blowfish (English), Many-striped pufferfish (English)",Ferocious Puffer
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus cheesemanii,,Cheeseman's puffer (English),Cheeseman's Puffer
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus guentheri,Diamondback puffer ,Diamondback puffer (English),
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus inermis,Smooth blaasop ,Smooth blaasop (English),Smooth Golden Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus lunaris,Lunartail puffer ,"Golden toadfish (English), Lunartail puffer (English)",Rough Golden Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus sceleratus,Silver-cheeked toadfish ,"Giant toadfish (English), Giant toado (English), North-West blowfish (English), Silver toadfish (English), Silver-cheeked toadfish (English)",Silver Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Lagocephalus spadiceus,Half-smooth golden pufferfish ,"Brownback toadfish (English), Brown-backed toadfish (English), Half-smooth golden pufferfish (English)",Brownback Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Marilyna darwinii,,"Darwin toadfish (English), Darwin's toadfish (English)",Darwin Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Marilyna meraukensis,Merauke toadfish ,Merauke toadfish (English),Merauke Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Marilyna pleurosticta,,"Banded toadfish (English), Banded toado (English), Gold-finned toado (English)",Banded Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Omegophora armilla,Ringed toadfish ,"Ringed pufferfish (English), Ringed toadfish (English)",Ringed Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Omegophora cyanopunctata,,"Blue-spotted puffer (English), Bluespotted pufferfish (English), Blue-spotted pufferfish (English), Bluespotted toadfish (English), Blue-spotted toadfish (English)",Bluespotted Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Polyspina piosae,,,Orangebarred Puffer
Osteichthyes,Tetraodontiformes,Tetraodontidae,Reicheltia halsteadi,Halstead's toadfish ,Halstead's toadfish (English),Halstead's Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Sphoeroides pachygaster,Blunthead puffer ,Balloonfish (English),Balloonfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Takifugu oblongus,Lattice blaasop ,,
Osteichthyes,Tetraodontiformes,Tetraodontidae,Tetractenos glaber,Smooth toadfish ,Smooth toadfish (English),Smooth Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Tetractenos hamiltoni,,"Common toadfish (English), Common toado (English)",Common Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener altipinnis,,Highfin toadfish (English),Highfin Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener andersonae,Anderson's toadfish ,Anderson's toadfish (English),Anderson's Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener brevipinnis,,,
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener hicksi,Hick's toadfish ,Hick's toadfish (English),Hicks' Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener pallimaculatus,,Orange-spotted toadfish (English),Rusty-spotted Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener parcuspinus,Yellow-eyed toadfish ,Yellow-eyed toadfish (English),Yelloweye Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener paxtoni,,,Paxton's Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener perlevis,Spineless toadfish ,Spineless toadfish (English),Spineless Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener pleurogramma,Weeping toado ,"Banded toadfish (English), Common blowfish (English), Common toadfish (English), Striped toadfish (English), Weeping toado (English)",Weeping Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener squamicauda,Brush-tail toadfish ,"Brushtail toadfish (English), Brush-tail toadfish (English)",Scalytail Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener tuberculiferus,,"Fringe-gill toadfish (English), Fringe-gilled toado (English)",Fringe-gill Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener vicinus,Orangespotted puffer ,,Orangespotted Puffer
Osteichthyes,Tetraodontiformes,Tetraodontidae,Torquigener whitleyi,Whitley's toadfish ,Whitley's toadfish (English),Whitley's Toadfish
Osteichthyes,Tetraodontiformes,Tetraodontidae,Tylerius spinosissimus,Spiny blaasop ,"Finespine pufferfish (English), Fine-spined pufferfish (English), Spiny blaasop (English)",Finespine Pufferfish
Osteichthyes,Tetraodontiformes,Triacanthidae,Pseudotriacanthus strigilifer,Long-spined tripodfish ,"Blotched tripodfish (English), Longspine tripodfish (English), Long-spined tripodfish (English)",Blotched Tripodfish
Osteichthyes,Tetraodontiformes,Triacanthidae,Triacanthus biaculeatus,Short-nosed tripodfish ,"Black-finned triple-spine (English), Blacktail tripodfish (English), Shortnose tripodfish (English), Short-nosed tripodfish (English)",Shortnose Tripodfish
Osteichthyes,Tetraodontiformes,Triacanthidae,Triacanthus nieuhofii,Silver tripodfish ,Silver tripodfish (English),
Osteichthyes,Tetraodontiformes,Triacanthidae,Tripodichthys angustifrons,Black-flag tripodfish ,"Blackflag tripodfish (English), Black-flag tripodfish (English)",Yellowfin Tripodfish
Osteichthyes,Tetraodontiformes,Triacanthidae,Trixiphichthys weberi,Blacktip tripodfish ,"Blacktip tripodfish (English), Long-nosed tripodfish (English)",Blacktip Tripodfish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Bathyphylax bombifrons,,Boomer spikefish (English),Boomer Spikefish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Halimochirurgus alcocki,,Alcock's spikefish (English),Alcock's Spikefish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Halimochirurgus centriscoides,Longsnout spikefish ,Longsnout spikefish (English),Longsnout Spikefish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Macrorhamphosodes platycheilus,Trumpetsnout spikefish ,"Largegill trumpetsnout (English), Trumpetsnout spikefish (English)",Largegill Trumpetsnout
Osteichthyes,Tetraodontiformes,Triacanthodidae,Paratriacanthodes herrei,,,
Osteichthyes,Tetraodontiformes,Triacanthodidae,Paratriacanthodes retrospinis,Sawspine spikefish ,,Sawspine Spikefish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Triacanthodes ethiops,Shortsnout spikefish ,,Shortsnout Spikefish
Osteichthyes,Tetraodontiformes,Triacanthodidae,Tydemania navigatoris,Fleshy-lipped spikefish ,"Fleshylip spikefish (English), Fleshy-lipped spikefish (English)",Fleshylip Spikefish
Osteichthyes,Tetraodontiformes,Triodontidae,Triodon macropterus,Threetooth puffer ,"Black-spot keeled pufferfish (English), Threetooth puffer (English)",Threetooth Puffer
Osteichthyes,Trachichthyiformes,Anomalopidae,Anomalops katoptron,Splitfin flashlightfish ,"Splitfin flashlightfish (English), Twofin flashlightfish (English)",Twofin Flashlightfish
Osteichthyes,Trachichthyiformes,Anomalopidae,Photoblepharon palpebratum,Eyelight fish ,Onefin flashlightfish (English),Onefin Flashlightfish
Osteichthyes,Trachichthyiformes,Anoplogastridae,Anoplogaster cornuta,Common fangtooth ,"Common fangtooth (English), Fangtooth (English)",Fangtooth
Osteichthyes,Trachichthyiformes,Diretmidae,Diretmichthys parini,Parin's spinyfish ,"Black spinyfin (English), Parin's spinyfish (English)",Black Spinyfin
Osteichthyes,Trachichthyiformes,Diretmidae,Diretmus argenteus,Silver spinyfin ,"Discfish (English), Little dory (English)",Discfish
Osteichthyes,Trachichthyiformes,Monocentridae,Cleidopus gloriamaris,Australian pineapplefish ,"Australian pineapplefish (English), Coat-of-mail fish (English), Knightfish (English), Mailfish (English), Pineapple fish (English), Pineapplefish (English), Pineconefish (English), Port and starboard light fish (English), West Australian knight fish (English)",Australian Pineapplefish
Osteichthyes,Trachichthyiformes,Monocentridae,Monocentris japonica,Pineconefish ,"Japanese pineapplefish (English), Pineconefish (English)",Japanese Pineapplefish
Osteichthyes,Trachichthyiformes,Trachichthyidae,Aulotrachichthys novaezelandicus,New Zealand roughy ,New Zealand roughy (English),New Zealand Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Aulotrachichthys pulsator,Golden roughy ,Golden roughy (English),Golden Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Gephyroberyx darwinii,Darwin's slimehead ,"Darwin's roughy (English), Finescale roughy (English)",Darwin's Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus atlanticus,Orange roughy ,"Deep sea perch (English), Deep-sea perch (English), Orange roughy (English), Orange ruff (English), Red roughy (English), Sea perch (English)",Orange Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus gigas,Giant sawbelly ,"Giant sawbelly (English), Sawbelly (English)",Giant Sawbelly
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus latus,Palefin sawbelly ,"Giant sawbelly (English), Mediterranean saw-belly (English), Palefin sawbelly (English)",Palefin Sawbelly
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus mediterraneus,Mediterranean slimehead ,"Blacktip sawbelly (English), Common sawbelly (English), New Zeland sawbelly (English), Roughy (English), Sawbelly (English), Silver roughy (English)",Blacktip Sawbelly
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus melanopeza,New Zealand giant sawbelly ,,
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus melanopus,Smallscale slimehead ,"Smallscale sawbelly (English), Smallscale slimehead (English)",Smallscale Sawbelly
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus ravurictus,,,
Osteichthyes,Trachichthyiformes,Trachichthyidae,Hoplostethus shubnikovi,Metavay sawbelly ,Metavay sawbelly (English),Metavay Sawbelly
Osteichthyes,Trachichthyiformes,Trachichthyidae,Optivus agastos,Violet roughy ,Violet roughy (English),Violet Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Optivus agrammus,Western roughy ,Western roughy (English),Western Roughy
Osteichthyes,Trachichthyiformes,Trachichthyidae,Paratrachichthys macleayi,Sandpaper fish ,"Common roughy (English), Sandpaper fish (English), Sandpaperfish (English)",Sandpaper Fish
Osteichthyes,Trachichthyiformes,Trachichthyidae,Sorosichthys ananassa,Little pineapple fish ,"Little pineapple fish (English), Little pineapplefish (English)",Little Pineapplefish
Osteichthyes,Trachichthyiformes,Trachichthyidae,Trachichthys australis,Roughy ,"Pug-faced roughy (English), Roughy (English), Southern roughy (English)",Southern Roughy
Osteichthyes,Zeiformes,Cyttidae,Cyttus australis,Silver dory ,"Australian silver dory (English), Bastard dory (English), Boarfish (English), Red dory (English), Silver dory (English), Sun dory (English)",Silver Dory
Osteichthyes,Zeiformes,Cyttidae,Cyttus novaezealandiae,New Zealand dory ,"New Zealand dory (English), New Zealand silver dory (English), Silver dory (English)",New Zealand Dory
Osteichthyes,Zeiformes,Cyttidae,Cyttus traversi,King dory ,"Bight dory (English), Horsehead (English), King dory (English), Lookdown dory (English), McCulloch's dory (English), Shadow dory (English)",King Dory
Osteichthyes,Zeiformes,Grammicolepididae,Grammicolepis brachiusculus,Thorny tinselfish ,Thorny tinselfish (English),Thorny Tinselfish
Osteichthyes,Zeiformes,Grammicolepididae,Macrurocyttus acanthopodus,Dwarf dory ,Dwarf dory (English),Dwarf Dory
Osteichthyes,Zeiformes,Grammicolepididae,Xenolepidichthys dalgleishi,Spotted tinselfish ,Spotted tinselfish (English),Spotted Tinselfish
Osteichthyes,Zeiformes,Oreosomatidae,Allocyttus niger,Black oreo ,"Black dory (English), Black oreo (English), Black oreo dory (English), Black oreodory (English), Spiky dory (English)",Black Oreodory
Osteichthyes,Zeiformes,Oreosomatidae,Allocyttus verrucosus,Warty dory ,"Black oreo (English), Black oreodory (English), Warty dory (English), Warty oreo (English), Warty oreodory (English)",Warty Oreodory
Osteichthyes,Zeiformes,Oreosomatidae,Neocyttus psilorhynchus,Rough oreodory ,Rough oreodory (English),Rough Oreodory
Osteichthyes,Zeiformes,Oreosomatidae,Neocyttus rhomboidalis,Spiky oreo ,"Deepwater dory (English), Deepwater oreo dory (English), Oreo dory (English), Oxeye oreo (English), Spikey oreo (English), Spikey oreodory (English), Spiky dory (English), Spiky oreo (English), Spiky oreo dory (English)",Spikey Oreodory
Osteichthyes,Zeiformes,Oreosomatidae,Oreosoma atlanticum,Ox-eyed oreo ,"Oxeye oreodory (English), Ox-eyed dory (English), Ox-eyed oreo (English), Pine-cone dory (English)",Oxeye Oreodory
Osteichthyes,Zeiformes,Oreosomatidae,Pseudocyttus maculatus,Smooth oreo dory ,"Round oreo (English), Smooth dory (English), Smooth oreo (English), Smooth oreo dory (English), Smooth oreodory (English), Spotted dory (English), Spotted oreo (English), St. Pierre (English)",Smooth Oreodory
Osteichthyes,Zeiformes,Parazenidae,Cyttopsis cypho,Little dory ,Little dory (English),Little Dory
Osteichthyes,Zeiformes,Parazenidae,Cyttopsis rosea,Rosy dory ,"Red dory (English), Rosy dory (English)",Rosy Dory
Osteichthyes,Zeiformes,Parazenidae,Parazen pacificus,Parazen ,Parazen (English),Parazen
Osteichthyes,Zeiformes,Zeidae,Zenopsis nebulosa,Mirror dory ,"Deepsea dory (English), Deepwater dory (English), Mirror dory (English), Mirror perch (English), Silver dory (English), Trawl dory (English)",Mirror Dory
Osteichthyes,Zeiformes,Zeidae,Zenopsis stabilispinosa,,,Fixed-spine Mirror Dory
Osteichthyes,Zeiformes,Zeidae,Zeus faber,John dory ,"Doorkeeper's fish (English), John dory (English), Keparu (English), St. Peter's fish (English)",John Dory
Osteichthyes,Zeiformes,Zeniontidae,Cyttomimus affinis,False dory ,False dory (English),False Dory
Osteichthyes,Zeiformes,Zeniontidae,Zenion japonicum,Japanese dory ,Japanese dory (English),Japanese Dory
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus albimarginatus,Silvertip shark ,Silvertip shark (English),Silvertip Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus altimus,Bignose shark ,Bignose shark (English),Bignose Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchoides,Graceful shark ,"Graceful shark (English), Queensland shark (English)",Graceful Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchos,Blacktail reef shark ,"Blacktail reef shark (English), Black-vee whaler (English), Fowler's whaler shark (English), Graceful shark (English), Graceful whaler shark (English), Grey reef shark (English), Guliman (Guugu Yimidhirr), Longnose blacktail shark (English), School shark (English)",Grey Reef Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus amboinensis,Pigeye shark ,"Estuary shark (English), Java shark (English), Pigeye shark (English)",Pigeye Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus brachyurus,Copper shark ,"Black-tipped whaler (English), Bronze shark whaler (English), Bronze whaler (English), Bronze whaler shark (English), Bronzie (English), Cocktail (English), Cocktail shark (English), Cocktail whaler (English), Copper shark (English)",Bronze Whaler
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus brevipinna,Spinner shark ,Long-nose grey shark (English),Spinner Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus cautus,Nervous shark ,"Nervous shark (English), Sharks Bay whaler shark (English)",Nervous Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus coatesi,,,Whitecheek Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus falciformis,Silky shark ,"Silky shark (English), Silky whaler (English)",Silky Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus fitzroyensis,Creek whaler ,"Creek whaler (English), Creek whaler shark (English)",Creek Whaler
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus galapagensis,Galapagos shark ,Galapagos shark (English),Galapagos Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus hemiodon,Pondicherry shark ,Pondicherry shark (English),
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus leucas,Bull shark ,"Bull shark (English), Estuary shark (English), Estuary whaler shark (English), Freshwater whaler (English), Hervey Bay whaler shark (English), Ngan.gu (Bunuba), Ngangu (Walmajarri), Ngawoonkoo (Nyikina), River whaler (English), River whaler shark (English), Swan River whaler (English), Swan river whaler shark (English)",Bull Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus limbatus,Blacktip shark ,"Blacktip shark (English), Blacktip whaler (English), Common blacktip shark (English)",Common Blacktip Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus longimanus,Oceanic whitetip shark ,"Oceanic whitetip shark (English), Oceanic white-tipped whaler (English), Whitetip whaler (English)",Oceanic Whitetip Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus macloti,Hardnose shark ,Hardnose shark (English),Hardnose Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus melanopterus,Blacktip reef shark ,"Blacktip reef shark (English), Blacktip shark (English), Guliman (English)",Blacktip Reef Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus obscurus,Dusky shark ,"Black whaler (English), Black whaler shark (English), Bronze shark whaler (English), Bronze whaler (English), Common whaler (English), Common whaler shark (English), Dusky shark (English), Dusky whaler (English), River whaler (English), Slender whaler shark (English), Whaler shark (English)",Dusky Whaler
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus plumbeus,Sandbar shark ,"Northern whaler shark (English), Sand shark (English), Sandbar shark (English), Thickskin shark (English)",Sandbar Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus sealei,Blackspot shark ,Blackspot shark (English),
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus sorrah,Spot-tail shark ,"Blacktip shark (English), School shark (English), Sorrah shark (English), Spottail shark (English), Spot-tail shark (English), Spot-tail whaler (English), West Australian whaler shark (English)",Spot-tail Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus tilstoni,Australian blacktip shark ,"Australian blacktip shark (English), Blacktip shark (English), Blacktip whaler (English), Tilston's whaler shark (English), Whitley's blacktip shark (English)",Australian Blacktip Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Glyphis garricki,Northern river shark ,Northern river shark (English),
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Glyphis glyphis,Speartooth shark ,Speartooth shark (English),
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Loxodon macrorhinus,Sliteye shark ,"Jordans blue dogshark (English), Slender dogshark (English), Sliteye shark (English)",Sliteye Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion acutidens,Sicklefin lemon shark ,"Broadfin shark (English), Lemon shark (English), Sharptooth shark (English), Sicklefin lemon shark (English)",Lemon Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace glauca,Blue shark ,"Blue shark (English), Blue whaler (English), Blue whaler shark (English), Great blue (English), Great blue shark (English), Great blue whaler (English)",Blue Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon acutus,Milk shark ,"Blacktip shark (English), Fish shark (English), Little blue shark (English), Longmans dogshark (English), Milk shark (English), White-eye shark (English)",Milk Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon oligolinx,Grey sharpnose shark ,Grey sharpnose shark (English),Grey Sharpnose Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon taylori,Australian sharpnose shark ,"Australian sharpnose shark (English), Taylors shark (English)",Australian Sharpnose Shark
Chondrichthyes,Carcharhiniformes,Carcharhinidae,Triaenodon obesus,Whitetip reef shark ,"Blunthead shark (English), Whitetip reef shark (English), Whitetip shark (English)",Whitetip Reef Shark
Chondrichthyes,Carcharhiniformes,Galeocerdonidae,Galeocerdo cuvier,Tiger shark ,Tiger shark (English),Tiger Shark
Chondrichthyes,Carcharhiniformes,Hemigaleidae,Hemigaleus australiensis,Australian weasel shark ,"Australian weasel shark (English), Sickelfin weasel shark (English), Weasel shark (English)",Weasel Shark
Chondrichthyes,Carcharhiniformes,Hemigaleidae,Hemipristis elongata,Snaggletooth shark ,"Fossil shark (English), Snaggletooth shark (English)",Fossil Shark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Apristurus ampliceps,,,Roughskin Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Apristurus australis,,,Pinocchio Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Apristurus bucephalus,Bighead catshark ,Bighead catshark (English),Bighead Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Apristurus longicephalus,Longhead catshark ,"Longhead catshark (English), Smooth-belly catshark (English)",Smoothbelly Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus analis,Grey spotted catshark ,"Australian spotted catshark (English), Darkspotted catshark (English), Grey spotted catshark (English), Spotted catshark (English), Spotted dogfish (English)",Grey Spotted Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus funebris,,Blotched catshark (English),Blotched Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus occiduus,Western spotted catshark ,"Spotted cat shark (English), Western spotted catshark (English)",Western Spotted Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus pallidus,Pale spotted catshark ,Pale spotted catshark (English),Pale Spotted Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus parvus,,Dwarf catshark (English),Dwarf Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus rubiginosus,,"Orange spotted catshrak (English), Rusty catshark (English), Rustyspotted catshark (English), Spotted catshark (English)",Orange Spotted Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus submaculatus,Variegated catshark ,"Saddled catshark (English), Variegated catshark (English)",Variegated Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Asymbolus vincenti,Gulf catshark ,"Gulf catshark (English), St. Vincent's gulf dogfish (English)",Gulf Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Bythaelurus incanus,,Dusky catshark (English),Dusky Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Figaro boardmani,Sawtail catshark ,"Australian sawtail catshark (English), Banded shark (English), Sawtail catshark (English), Sawtail shark (English)",Sawtail Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Figaro striatus,Northern sawtail shark ,Northern sawtail shark (English),
Chondrichthyes,Carcharhiniformes,Pentanchidae,Galeus gracilis,Slender sawtail catshark ,"Slender sawtail catshark (English), Slender sawtail shark (English)",Slender Sawtail Catshark
Chondrichthyes,Carcharhiniformes,Pentanchidae,Halaelurus boesemani,Speckled catshark ,"Shortlip spotted catshark (English), Speckled catshark (English)",
Chondrichthyes,Carcharhiniformes,Pentanchidae,Halaelurus sellus,Rusty Catshark ,Rusty Catshark (English),
Chondrichthyes,Carcharhiniformes,Pentanchidae,Parmaturus bigus,Beige catshark ,"Beige catshark (English), short-tail catshark (English)",
Chondrichthyes,Carcharhiniformes,Pseudotriakidae,Pseudotriakis microdon,False catshark ,False catshark (English),False Catshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Atelomycterus fasciatus,Banded catshark ,"Banded catshark (English), Banded sand catshark (English), Longlip spotted catshark (English)",Banded Catshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Atelomycterus macleayi,Marbled catshark ,"Australian marbled catshark (English), Marbled catshark (English)",Marbled Catshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Atelomycterus marnkalha,Eastern banded catshark ,Eastern banded catshark (English),
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus labiosus,,"Australian blackspot catshark (English), Blackspotted catshark (English), Black-spotted catshark (English)",Blackspotted Catshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium albipinnum,Whitefin swellshark ,Whitefin swellshark (English),
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium cooki,Cook’s swellshark ,Cook’s swellshark (English),Cook's Swellshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium fasciatum,Reticulated swellshark ,"Reticulate swell shark (English), Reticulated swellshark (English)",
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium hiscosellum,Australian reticulate swellshark ,Australian reticulate swellshark (English),
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium laticeps,Draughtboard shark ,"Australian swellshark (English), Draughtboard shark (English), Flopguts (English), Isabell's swell shark (English), Nutcracker shark (English), Rock shark (English), Sleepy joe (English), Spotted swellshark (English), Swell shark (English), Whitefinned swellshark (English)",Draughtboard Shark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium signourum,Flagtail swellshark ,Flagtail swellshark (English),
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium speccum,Speckled swellshark ,Speckled swellshark (English),Speckled Swellshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium variegatum,Saddled swellshark ,Saddled swellshark (English),
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium zebrum,Narrowbar swellshark ,Narrowbar swellshark (English),Narrowbar Swellshark
Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus garmani,Brownspotted catshark ,Brownspotted catshark (English),
Chondrichthyes,Carcharhiniformes,Sphyrnidae,Eusphyra blochii,Winghead shark ,"Slender hammerhead (English), Winghead shark (English)",Winghead Shark
Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead ,"Hammerhead shark (English), Kidney-headed shark (English), Scalloped hammerhead (English), Scalloped hammerhead shark (English)",Scalloped Hammerhead
Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna mokarran,Great hammerhead ,"Great hammerhead (English), Hoe-head shark (English)",Great Hammerhead
