Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon auriga,Threadfin butterflyfish ,"Threadfin butterflyfish (English), Threadfin coralfish (English)",Threadfin Butterflyfish,"Chaetodon auriga Forsskål, 1775",,,LC,,,,In 10k,,native ,0,0,1,reef-associated,514,1560,398,1234,0.68,0.66504,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon baronessa,Eastern triangular butterflyfish ,"Baroness butterflyfish (English), Herringbone coralfish (English), Pacific triangular butterflyfish (English), Triangular butterflyfish (English), Triangular coralfish (English)",Triangular Butterflyfish,"Chaetodon baronessa Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,24,1932,6,1768,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon bennetti,Bluelashed butterflyfish ,"Bennett's butterflyfish (English), Eclipse butterflyfish (English)",Eclipse Butterflyfish,"Chaetodon bennetti Cuvier, 1831",,,DD,,,,,,native ,0,0,1,reef-associated,25,72,11,48,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon citrinellus,Speckled butterflyfish ,"Citron butterflyfish (English), Citron coralfish (English), Speckled butterflyfish (English)",Citron Butterflyfish,"Chaetodon citrinellus Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,109,2011,69,1611,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon decussatus,Indian vagabond butterflyfish ,"Blackened butterflyfish (English), Indian vagabond butterflyfish (English)",Indian Vagabond Butterflyfish,"Chaetodon decussatus Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon ephippium,Saddle butterflyfish ,"Black-blotched butterfly-fish (English), Saddle butterflyfish (English), Saddleback butterflyfish (English), Saddled butterflyfish (English)",Saddle Butterflyfish,"Chaetodon ephippium Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,57,800,5,681,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon flavirostris,Black butterflyfish ,"Black butterflyfish (English), Dusky butterflyfish (English), Yellow-faced butterfly-fish (English)",Dusky Butterflyfish,"Chaetodon flavirostris Günther, 1874",,,LC,,,,,,native ,0,1,1,reef-associated,0,1353,0,962,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon guentheri,Crochet butterflyfish ,"Crochet butterflyfish (English), Gunther's butterflyfish (English), Günther's butterflyfish (English)",Gunther's Butterflyfish,"Chaetodon guentheri Ahl, 1923",,,LC,,,,,,native ,0,0,1,reef-associated,3,580,3,159,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon kleinii,Sunburst butterflyfish ,"Brown butterflyfish (English), Klein's butterflyfish (English), White-spotted butterflyfish (English)",Klein's Butterflyfish,"Chaetodon kleinii Bloch, 1790",,,LC,,,,,,native ,0,0,1,reef-associated,26,1293,67,1104,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,subsistence fisheries,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon lineolatus,Lined butterflyfish ,"Line butterflyfish (English), Lined butterflyfish (English), New-moon coral-fish (English)",Lined Butterflyfish,"Chaetodon lineolatus Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,64,1061,60,1097,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon lunula,Raccoon butterflyfish ,"Raccoon butterflyfish (English), Racoon butterflyfish (English), Racoon coralfish (English), Red-striped butterfly-fish (English)",Racoon Butterflyfish,"Chaetodon lunula (Lacépède, 1802)",,,LC,,,,,,native ,0,0,1,reef-associated,185,185,124,132,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon lunulatus,Oval butterflyfish ,"Lineated butterfly-fish (English), Pacific pinstriped butterflyfish (English), Pinstripe butterflyfish (English), Redfin butterflyfish (English), Red-striped butterfly-fish (English), Striped butterflyfish (English)",Pinstripe Butterflyfish,"Chaetodon lunulatus Quoy & Gaimard, 1825",,,LC,,,,,,native ,0,0,1,reef-associated,250,778,33,117,0.7,0.6846,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon melannotus,Blackback butterflyfish ,Blackback butterflyfish (English),Blackback Butterflyfish,"Chaetodon melannotus Bloch & Schneider, 1801",,,LC,,,,,,native ,0,0,1,reef-associated,9,2203,5,1814,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon mertensii,Atoll butterflyfish ,"Keel-finned butterfly-fish (English), Merten's butterflyfish (English), Mertens' butterflyfish (English)",Mertens' Butterflyfish,"Chaetodon mertensii Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,1,385,1,92,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon meyeri,Scrawled butterflyfish ,"Meyer's butterflyfish (English), Meyer's coralfish (English)",Meyer's Butterflyfish,"Chaetodon meyeri Bloch & Schneider, 1801",,,LC,,,,,,native ,0,0,1,reef-associated,34,34,5,32,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon ocellicaudus,Spot-tail butterflyfish ,"Spot-tail butterflyfish (English), Tail-spot butterflyfish (English)",Spot-tail Butterflyfish,"Chaetodon ocellicaudus Cuvier, 1831",,,DD,,,,,,native ,0,0,1,reef-associated,0,1,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon octofasciatus,Eightband butterflyfish ,Eightband butterflyfish (English),Eightband Butterflyfish,"Chaetodon octofasciatus Bloch, 1787",,,LC,,,,,,native ,0,0,1,reef-associated,0,1,6,1,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon ornatissimus,Ornate butterflyfish ,Ornate butterflyfish (English),Ornate Butterflyfish,"Chaetodon ornatissimus Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,119,758,23,711,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon oxycephalus,Spot-nape butterflyfish ,"Pig-face butterflyfish (English), Spotnape butterflyfish (English), Spot-nape butterflyfish (English)",Spotnape Butterflyfish,"Chaetodon oxycephalus Bleeker, 1853",,,LC,,,,,,native ,0,0,1,reef-associated,0,11,0,12,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon pelewensis,Sunset butterflyfish ,Dot-and-dash butterflyfish (English),Dot-and-dash Butterflyfish,"Chaetodon pelewensis Kner, 1868",,,LC,,,,,,native ,0,0,1,reef-associated,1,1532,2,996,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon plebeius,Blueblotch butterflyfish ,"Blue-blotched butterfly-fish (English), Blue-dash butterflyfish (English), Bluespot butterflyfish (English), Blue-spot butterflyfish (English), Grey blotched butterflyfish (English), Two-spot coralfish (English)",Bluespot Butterflyfish,"Chaetodon plebeius Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,435,2334,127,1848,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon punctatofasciatus,Spotband butterflyfish ,"Dot and dash butterflyfish (English), Spotbanded butterflyfish (English), Spot-banded butterflyfish (English)",Spotbanded Butterflyfish,"Chaetodon punctatofasciatus Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,138,127,44,118,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon rafflesii,Latticed butterflyfish ,"Lattice butterflyfish (English), Latticed butterflyfish (English), Latticed coralfish (English), Raffles' coralfish (English)",Lattice Butterflyfish,"Chaetodon rafflesii Bennett, 1830",,,LC,,,,,,native ,0,1,1,reef-associated,4,289,3,272,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon rainfordi,Rainford's butterflyfish ,"Northern butterflyfish (English), Rainford's butterflyfish (English)",Rainford's Butterflyfish,"Chaetodon rainfordi McCulloch, 1923",,,NT,,,,,,native ,0,0,1,reef-associated,0,2707,3,2906,0.75,0.7335,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon reticulatus,Mailed butterflyfish ,"Reticulate butterflyfish (English), Reticulated butterflyfish (English)",Reticulate Butterflyfish,"Chaetodon reticulatus Cuvier, 1831",,,DD,,,,,,native ,0,0,1,reef-associated,0,148,0,122,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon semeion,Dotted butterflyfish ,Dotted butterflyfish (English),Dotted Butterflyfish,"Chaetodon semeion Bleeker, 1855",,,LC,,,,,,native ,0,0,1,reef-associated,29,11,3,12,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon speculum,Mirror butterflyfish ,"Mirror butterflyfish (English), Ovalspot butterflyfish (English), Oval-spot coralfish (English)",Ovalspot Butterflyfish,"Chaetodon speculum Cuvier, 1831",,,LC,,,,,NC_057146,native ,0,0,1,reef-associated,56,476,22,419,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon tricinctus,Three-striped butterflyfish ,"Three stripe butterflyfish (English), Threeband butterflyfish (English), Three-band coralfish (English), Three-stripe butterflyfish (English), Three-striped butterflyfish (English)",Threeband Butterflyfish,"Chaetodon tricinctus Waite, 1901",,,LC,,,,,,native ,0,0,1,reef-associated,0,1044,0,62,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon trifascialis,Chevron butterflyfish ,"Chevron butterflyfish (English), Right-angled butterfly-fish (English)",Chevron Butterflyfish,"Chaetodon trifascialis Quoy & Gaimard, 1825",,,NT,,,,,,native ,0,0,1,reef-associated,368,1724,87,1496,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon trifasciatus,Melon butterflyfish ,Indian Ocean redfin butterflyfish (English),Redfin Butterflyfish,"Chaetodon trifasciatus Park, 1797",,,LC,,fish10k,CNP0000691 - CNA0004146,In 10k,,native ,0,0,1,reef-associated,61,2365,23,2768,,,,,,,,,,,,,,,,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon ulietensis,Pacific double-saddle butterflyfish ,"Doublesaddle butterflyfish (English), Pacific doublesaddle butterflyfish (English)",Doublesaddle Butterflyfish,"Chaetodon ulietensis Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,115,584,29,479,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon unimaculatus,Teardrop butterflyfish ,"Pacific teardrop butterflyfish (English), Teardrop butterflyfish (English)",Teardrop Butterflyfish,"Chaetodon unimaculatus Bloch, 1787",,,LC,,,,,,native ,0,0,1,reef-associated,44,742,36,668,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chaetodon vagabundus,Vagabond butterflyfish ,"Criss-cross butterfly-fish (English), Vagabond butterflyfish (English)",Vagabond Butterflyfish,"Chaetodon vagabundus Linnaeus, 1758",,,LC,,,,,,native ,0,0,1,reef-associated,75,1635,53,1518,0.85,0.8313,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chelmon marginalis,Margined coralfish ,"Margined coralfish (English), Western beaked butterflyfish (English), Willemawillum (English)",Margined Coralfish,"Chelmon marginalis Richardson, 1842",,,LC,,,,,,native ,0,0,1,reef-associated,706,293,719,176,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chelmon muelleri,Blackfin coralfish ,"Beaked coralfish (English), Blackfin coralfish (English), Highfin coralfish (English), Muller's coralfish (English), Müller's coralfish (English)",Muller's Coralfish,"Chelmon muelleri Klunzinger, 1879",,,LC,,,,,,native ,0,1,1,reef-associated,22,141,27,243,0.75,0.7335,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chelmon rostratus,Copperband butterflyfish ,"Beaked coralfish (English), Copperband butterflyfish (English), Copper-banded butterflyfish (English)",Beaked Coralfish,"Chelmon rostratus (Linnaeus, 1758)",,,LC,,"Vertebrate Genomes Project, fish10k","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/976/325/GCA_017976325.1_fCheRos1.pri, ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/976/315/GCA_017976315.1_fCheRos1.alt, CNP0000597 - CNA0003582	",In 10k and VGP,NC_025953,native ,0,1,1,reef-associated,45,1321,53,1395,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chelmonops curiosus,Western talma ,"Coral fish (English), Southern butterflyfish (English), Squareback butterflyfish (English), Square-back coralfish (English), Talma (English), Truncate butterflyfish (English), Truncate coralfish (English), Western talma (English)",Western Talma,"Chelmonops curiosus Kuiter, 1986",,,LC,,,,,,native ,0,0,1,reef-associated,670,600,224,47,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Chelmonops truncatus,Eastern talma ,"Coralfish (English), Eastern talma (English), Talma (English), Truncate coralfish (English)",Eastern Talma,"Chelmonops truncatus (Kner, 1859)",,,LC,,,,,,endemic ,0,0,1,reef-associated,33,244,42,65,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Coradion altivelis,Highfin coralfish ,"Highfin coralfish (English), High-finned coralfish (English)",Highfin Coralfish,"Coradion altivelis McCulloch, 1916",,,LC,,,,,,native ,0,0,1,reef-associated,107,70,157,257,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Coradion chrysozonus,Goldengirdled coralfish ,"Orangebanded coralfish (English), Orange-banded coralfish (English)",Orangebanded Coralfish,"Coradion chrysozonus (Cuvier, 1831)",,,LC,,,,,,native ,0,0,1,reef-associated,803,287,1480,382,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Coradion melanopus,Twospot coralfish ,,,,,,LC,,,,,,native ,0,0,1,reef-associated,2,0,2,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Forcipiger flavissimus,Longnose butterfly fish ,"Forceps fish (English), Longnose butterfly fish (English), Longnose butterflyfish (English), Long-nose butterflyfish (English)",Forceps Fish,"Forcipiger flavissimus Jordan & McGregor, 1898",,,LC,,,,,,native ,0,0,1,reef-associated,78,1210,14,898,0.74,0.72372,,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Forcipiger longirostris,Longnose butterflyfish ,"Big longnose butterflyfish (English), Long-bill (English), Longnose butterflyfish (English), Pipe-snouted butterfly-fish (English), Very-long-nose butterflyfish (English)",Longnose Butterflyfish,"Forcipiger longirostris (Broussonet, 1782)",,,LC,,,,,,native ,0,0,1,reef-associated,4,108,13,86,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Hemitaurichthys polylepis,Pyramid butterflyfish ,Pyramid butterflyfish (English),Pyramid Butterflyfish,"Hemitaurichthys polylepis (Bleeker, 1857)",,,LC,,,,,,native ,0,0,1,reef-associated,2,224,1,159,0.79,0.77262,,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Heniochus acuminatus,Pennant coralfish ,"Common bannerfish (English), Feather-fin bullfish (English), Longfin bannerfish (English), Pennant coral fish (English), Pennant coralfish (English), Reef bannerfish (English)",Longfin Bannerfish,"Heniochus acuminatus (Linnaeus, 1758)",,,LC,,,,,NC_056334,native ,0,1,1,reef-associated,582,235,629,289,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Heniochus chrysostomus,Threeband pennantfish ,"Pennant bannerfish (English), Three-banded bullfish (English)",Pennant Bannerfish,"Heniochus chrysostomus Cuvier, 1831",,,LC,,,,,NC_057125,native ,0,0,1,reef-associated,64,235,15,73,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Heniochus diphreutes,False moorish idol ,Schooling bannerfish (English),Schooling Bannerfish,"Heniochus diphreutes Jordan, 1903",,,LC,,,,,NC_009871,native ,0,0,1,reef-associated,229,70,300,36,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Heniochus monoceros,Masked bannerfish ,"Masked bannerfish (English), Three-banded bull-fish (English)",Masked Bannerfish,"Heniochus monoceros Cuvier, 1831",,,LC,,,,,,native ,0,0,1,reef-associated,6,78,2,28,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Acanthuriformes,Chaetodontidae,Heniochus singularius,Singular bannerfish ,Singular bannerfish (English),Singular Bannerfish,"Heniochus singularius Smith & Radcliffe, 1911",,,LC,,,,,,native ,0,0,1,reef-associated,24,15,20,11,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
