Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Stomiiformes,Stomiidae,Photonectes achirus,,,,,,,LC,,,,,,native ,0,0,1,bathypelagic,0,1,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes albipennis,Whitepen dragonfish ,Whitepen dragonfish (English),Whitepen Dragonfish,"Photonectes albipennis (Döderlein, 1882)",,,LC,,,,,,native ,0,0,1,bathypelagic,13,1,19,2,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes braueri,Brauer's dragonfish ,Brauer's dragonfish (English),Brauer's Dragonfish,"Photonectes braueri (Zugmayer, 1913)",,,LC,,,,,,native ,0,0,1,bathypelagic,0,7,0,8,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes caerulescens,Bulbless dragonfish ,Bulbless dragonfish (English),,,,,LC,,,,,,native ,0,0,1,bathypelagic,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes gracilis,Graceful dragonfish ,Graceful dragonfish (English),Graceful Dragonfish,"Photonectes gracilis Goode & Bean, 1896",,,LC,,,,,,native ,0,0,1,bathypelagic,2,0,4,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes mirabilis,Blueband dragonfish ,Blueband dragonfish (English),Blueband Dragonfish,"Photonectes mirabilis Parr, 1927",,,LC,,,,,,native ,0,0,1,pelagic-oceanic,0,2,0,3,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes parvimanus,Fleshyfin dragonfish ,Fleshyfin dragonfish (English),Fleshyfin Dragonfish,"Photonectes parvimanus Regan & Trewavas, 1930",,,LC,,,,,,native ,0,0,1,bathypelagic,0,2,0,4,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photonectes waitti,,,,,,,LC,,,,,,native ,0,0,1,pelagic-oceanic,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Photostomias tantillux,,,,,,,LC,,,,,,native ,0,0,1,bathypelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Stomiiformes,Stomiidae,Stomias affinis,Günther's boafish ,"Günther's boafish (English), Honeycomb scaly dragonfish (English), Honeycomb dragonfish (English)",Honeycomb Scaly Dragonfish,"Stomias affinis Günther, 1887",,,LC,,,,,,native ,0,0,1,bathypelagic,4,12,5,13,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Stomias boa,Boa dragonfish ,"Boa scaly dragonfish (English), Scaly dragonfish (English)",Boa Scaly Dragonfish,"Stomias boa (Risso, 1810)",,,,,,,,,native ,0,0,1,bathypelagic,1,48,0,43,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Stomias gracilis,,,,,,,LC,,,,,,native ,0,0,1,bathypelagic,0,1,0,1,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Stomias longibarbatus,Longbarb scaly dragonfish ,Longbarb scaly dragonfish (English),Longbarb Scaly Dragonfish,"Stomias longibarbatus (Brauer, 1902)",,,LC,,,,,,native ,0,0,1,bathypelagic,0,6,0,9,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Thysanactis dentex,Broomfin dragonfish ,Broomfin dragonfish (English),Broomfin Dragonfish,"Thysanactis dentex Regan & Trewavas, 1930",,,LC,,,,,,native ,0,0,1,bathypelagic,2,1,5,1,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Stomiiformes,Stomiidae,Trigonolampa miriceps,Threelight dragonfish ,"Threelight dragonfish (English), Threelights dragonfish (English)",Threelight Dragonfish,"Trigonolampa miriceps Regan & Trewavas, 1930",,,LC,,,,,,native ,0,0,1,bathypelagic,0,4,0,8,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Synbranchiformes,Synbranchidae,Monopterus albus,Asian swamp eel ,"Asian swamp eel (English), Belut (English), Lai (English)",Belut,"Monopterus albus (Zuiew, 1793)",,,LC,,Wuhan University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/655/GCA_001952655.1_M_albus_1.0,,NC_003192,native ,1,1,0,demersal,0,3,0,3,0.74,0.72372,,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.,Zhou, T. (1984). Chromosome studies in Chinese freshwater fishes [in Chinese]. Zoological Research (Tung Wu Hsueh Yen Chiu) 5: 38-51.,Li, Y., K. Li, and T. Zhou (1983). Cellular DNA content of fourteen species of freshwater fishes [in Chinese]. Acta Genetica Sinica 10: 384-389.",,,,,,,,,,,,,,,
Osteichthyes,Synbranchiformes,Synbranchidae,Ophisternon bengalense,Bengal eel ,"Bengal mudeel (English), Onegill eel (English), Onegilled eel (English)",Onegill Eel,"Ophisternon bengalense McClelland, 1844",,,LC,,,,,,native ,1,1,0,demersal,0,6,0,11,,,,,,,,,,,,,,,,,,,
Osteichthyes,Synbranchiformes,Synbranchidae,Ophisternon candidum,Blind cave eel ,Blind cave eel (English),Blind Cave Eel,"Ophisternon candidum (Mees, 1962)",,,EN,VU,,,,,endemic ,1,1,0,demersal,7,1,1,3,,,,,,,,,,,,,,,,,,,
Osteichthyes,Synbranchiformes,Synbranchidae,Ophisternon gutturale,Australian swamp eel ,"One gilled eel (English), Single-gilled eel (English), Swamp eel (English)",Swamp Eel,"Ophisternon gutturale (Richardson, 1845)",,,LC,,,,,,native ,1,1,0,demersal,0,117,0,113,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Aulostomidae,Aulostomus chinensis,Chinese trumpetfish ,"Chinese trumpetfish (English), Pacific trumpetfish (English), Painted flutemouth (English), Spiny-back trumpetfish (English), Trumpetfish (English)",Trumpetfish,"Aulostomus chinensis (Linnaeus, 1766)",,,LC,,,,,NC_010269,native ,0,0,1,reef-associated,55,288,22,85,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Aeoliscus strigatus,Razorfish ,"Coral shrimpfish (English), Jointed razorfish (English), Razorfish (English), Shrimpfish (English)",Jointed Razorfish,"Aeoliscus strigatus (Günther, 1861)",,,DD,,CEES,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/665/GCA_901007665.1_Aeoliscus_strigatus_assembly,,NC_010270,native ,0,0,1,reef-associated,0,45,0,42,0.45,0.4401,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Centriscops humerosus,Banded yellowfish ,"Banded bellowsfish (English), Banded yellowfish (English), Buglet (English)",Banded Bellowsfish,"Centriscops humerosus (Richardson, 1846)",,,LC,,,,,,native ,0,0,1,bathydemersal,45,572,77,2415,0.55,0.5379,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Centriscus cristatus,Smooth razorfish ,"Smooth razorfish (English), Smooth razor-fish (English), Water shrimpfish (English)",Smooth Razorfish,"Centriscus cristatus (De Vis, 1885)",,,DD,,,,,,native ,0,1,1,reef-associated,21,52,18,42,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Centriscus scutatus,Grooved razor-fish ,"Grooved razorfish (English), Grooved razor-fish (English), Grooved shrimpfish (English), Rigid shrimpfish (English), Serrate razorfish (English)",Grooved Razorfish,"Centriscus scutatus Linnaeus, 1758",,,LC,,,,,,native ,0,1,1,reef-associated,225,676,382,1111,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Macroramphosus gracilis,Slender snipefish ,"Little bellowsfish (English), Slender snipefish (English)",Little Bellowsfish,"Macroramphosus gracilis (Lowe, 1839)",,,,,,,,,native ,0,0,1,pelagic-oceanic,1,179,2,198,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Macroramphosus scolopax,Longspine snipefish ,"Common bellowsfish (English), Common snipefish (English), Long nosed snipefish (English), Longspine snipefish (English), Snipefish (English)",Common Bellowsfish,"Macroramphosus scolopax (Linnaeus, 1758)",,,LC,,CEES,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/825/GCA_901007825.1_Macroramphorus_scolopax_assembly,,NC_010265,native ,0,0,1,demersal,108,1041,123,4087,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Notopogon lilliei,Crested bellowfish ,"Bugler (English), Crested bellowfish (English), Crested bellowsfish (English), Endeavour bellowsfish (English)",Crested Bellowsfish,"Notopogon lilliei Regan, 1914",,,LC,,,,,,native ,0,0,1,demersal,14,102,14,144,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Centriscidae,Notopogon xenosoma,Longspine bellowfish ,"Longspine bellowfish (English), Orange bellowsfish (English), Trumpet-fish (English)",Orange Bellowsfish,"Notopogon xenosoma Regan, 1914",,,LC,,,,,,native ,0,0,1,bathydemersal,38,124,55,158,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Fistulariidae,Fistularia commersonii,Bluespotted cornetfish ,"Bluespotted cornetfish (English), Smooth cornetfish (English), Smooth flutemouth (English)",Smooth Flutemouth,"Fistularia commersonii Rüppell, 1838",,,LC,,,,,NC_010274,native ,0,0,1,reef-associated,190,542,240,397,0.72,0.70416,,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,TRUE,TRUE,,,,
Osteichthyes,Syngnathiformes,Fistulariidae,Fistularia petimba,Red cornetfish ,"Cornetfish (English), Deep-sea flute-mouth (English), Flutemouth (English), Red cornetfish (English), Rough flutemouth (English), Serrate cornetfish (English)",Rough Flutemouth,"Fistularia petimba Lacépède, 1803",,,LC,,,,,NC_024190,native ,0,1,1,reef-associated,1305,1831,1683,2480,0.785,0.76773,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA,Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,,AUS,Australia,TRUE,TRUE,FALSE,subsistence fisheries,FALSE,TRUE,TRUE,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus armatus,Armored pipefish ,Longtail ghostpipefish (English),,,,,LC,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus cyanopterus,Ghost pipefish ,"Ghost pipefish (English), Racek's ghost pipefish (English), Robust ghostpipefish (English), Rough-snout ghostpipefish (English), Squaretail ghost-pipefish (English)",Robust Ghostpipefish,"Solenostomus cyanopterus Bleeker, 1854",,,LC,,,,,NC_010267,native ,0,0,1,reef-associated,7,14,5,15,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus halimeda,Halimeda ghostpipefish ,Halimeda ghostpipefish (English),Halimeda Ghostpipefish,"Solenostomus halimeda Orr, Fritzsche & Randall, 2002",,,DD,,,,,,native ,0,0,1,reef-associated,3,1,3,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus leptosoma,Delicate ghostpipefish ,,,,,,,,,,,,native ,0,0,1,reef-associated,0,2,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus paegnius,Roughsnout ghost pipefish ,Roughsnout ghost pipefish (English),Roughsnout Ghostpipefish,"Solenostomus paegnius Jordan & Thompson, 1914",,,,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Solenostomidae,Solenostomus paradoxus,Harlequin ghost pipefish ,"Ghost pipefish (English), Harlequin ghost pipefish (English), Ornate ghostpipefish (English)",Ornate Ghostpipefish,"Solenostomus paradoxus (Pallas, 1770)",,,LC,,,,,NC_024186,native ,0,0,1,reef-associated,1,24,1,25,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Acentronura breviperula,,Shortpouch pygmy pipehorse (English),Shortpouch Pygmy Pipehorse,"Acentronura breviperula Fraser-Brunner & Whitley, 1949",,,,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Acentronura tentaculata,Shortpouch pygmy pipehorse ,"Dwarf pipehorse (English), Northern little pipehorse (English), Shortpouch pygmy pipehorse (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Bhanotia fasciolata,Corrugated pipefish ,Barbed pipefish (English),Barbed Pipefish,"Bhanotia fasciolata (Duméril, 1870)",,,LC,,,,,,native ,0,0,1,demersal,1,1,2,2,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Bulbonaricus brauni,Pugheaded pipefish ,"Braun's pughead pipefish (English), Eel pipefish (English), Pugheaded pipefish (English)",Braun's Pughead Pipefish,"Bulbonaricus brauni (Dawson & Allen, 1978)",,,LC,,,,,,native ,0,0,1,reef-associated,2,0,1,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Bulbonaricus davaoensis,Davao pughead pipefish ,Davao pughead pipefish (English),Davao Pughead Pipefish,"Bulbonaricus davaoensis (Herald, 1953)",,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Campichthys galei,Gale's pipefish ,Gale's pipefish (English),Gale's Pipefish,"Campichthys galei (Duncker, 1909)",,,LC,,,,,,endemic ,0,0,1,demersal,8,2,8,3,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Campichthys tricarinatus,Three-keel pipefish ,Three-keel pipefish (English),Three-keel Pipefish,"Campichthys tricarinatus Dawson, 1977",,,DD,,,,,,native ,0,0,1,reef-associated,1,2,2,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Campichthys tryoni,Tryon's pipefish ,Tryon's pipefish (English),Tryon's Pipefish,"Campichthys tryoni (Ogilby, 1890)",,,DD,,,,,,endemic ,0,0,1,demersal,0,2,0,5,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Choeroichthys brachysoma,Short-bodied pipefish ,"Pacific shortbody pipefish (English), Short-bodied pipefish (English)",Pacific Shortbody Pipefish,"Choeroichthys brachysoma (Bleeker, 1855)",,,LC,,,,,,native ,0,0,1,reef-associated,21,51,25,101,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Choeroichthys cinctus,Barred shortbody pipefish ,Barred shortbody pipefish (English),Barred Shortbody Pipefish,"Choeroichthys cinctus Dawson, 1976",,,LC,,,,,,native ,0,0,1,demersal,0,1,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Choeroichthys latispinosus,Muiron pipefish ,"Muiron Island pipefish (English), Muiron pipefish (English)",Muiron Pipefish,"Choeroichthys latispinosus Dawson, 1978",,,DD,,,,,,native ,0,0,1,reef-associated,2,2,2,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Choeroichthys sculptus,Sculptured pipefish ,Sculptured pipefish (English),Sculptured Pipefish,"Choeroichthys sculptus (Günther, 1870)",,,LC,,,,,,native ,0,0,1,reef-associated,0,5,0,8,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Choeroichthys suillus,Pigsnout pipefish ,"Barred short-bodied pipefish (English), Pigsnout pipefish (English), Pig-snouted pipefish (English)",Pigsnout Pipefish,"Choeroichthys suillus Whitley, 1951",,,LC,,,,,,endemic ,0,0,1,reef-associated,3,6,4,10,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys amplexus,Brown-banded pipefish ,"Brown-banded pipefish (English), Fijian banded pipefish (English), Redbanded pipefish (English)",Redbanded Pipefish,"Corythoichthys amplexus Dawson & Randall, 1975",,,LC,,,,,,native ,0,0,1,reef-associated,5,56,8,92,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys benedetto,Benedetto's pipefish ,Benedetto's pipefish (English),,,,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys flavofasciatus,Network pipefish ,"Network pipefish (English), Reticulate pipefish (English), Yellowbanded pipefish (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,3,10,2,10,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys haematopterus,Messmate pipefish ,"Messmate pipefish (English), Reeftop pipefish (English)",Reeftop Pipefish,"Corythoichthys haematopterus (Bleeker, 1851)",,,LC,,,,In 10k,,native ,0,0,1,reef-associated,0,10,0,12,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys intestinalis,Scribbled pipefish ,"Australian messmate pipefish (English), Banded pipefish (English), Messmate pipefish (English), Waite's pipe-fish (English)",Messmate Pipefish,"Corythoichthys intestinalis (Ramsay, 1881)",,,LC,,,,,,native ,0,0,1,reef-associated,11,43,7,67,1.34,1.31052,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys ocellatus,Ocellated pipefish ,"Ocellate pipefish (English), Orange-spotted pipefish (English)",Ocellate Pipefish,"Corythoichthys ocellatus Herald, 1953",,,LC,,,,,,native ,0,0,1,reef-associated,0,16,0,4,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys paxtoni,Paxton's pipefish ,Paxton's pipefish (English),Paxton's Pipefish,"Corythoichthys paxtoni Dawson, 1977",,,LC,,,,,,native ,0,0,1,reef-associated,0,25,0,51,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Corythoichthys schultzi,Schultz's pipefish ,"Long-snouted pipefish (English), Schultz's pipefish (English)",Schultz's Pipefish,"Corythoichthys schultzi Herald, 1953",,,LC,,,,,,native ,0,0,1,reef-associated,4,51,6,60,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Cosmocampus banneri,Roughridge pipefish ,"Banner's pipefish (English), Rough-ridge pipefish (English)",Rough-ridge Pipefish,"Cosmocampus banneri (Herald & Randall, 1972)",,,LC,,,,,,native ,0,0,1,reef-associated,4,0,6,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Cosmocampus darrosanus,D'Arros pipefish ,"D' Arros pipefish (English), Whiteface pipefish (English)",Whiteface Pipefish,"Cosmocampus darrosanus (Dawson & Randall, 1975)",,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Cosmocampus howensis,Lord Howe pipefish ,Lord Howe pipefish (English),Lord Howe Pipefish,"Cosmocampus howensis (Whitley, 1948)",,,LC,,,,,,native ,0,0,1,demersal,0,11,0,23,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Cosmocampus maxweberi,Maxweber's pipefish ,Maxweber's pipefish (English),Maxweber's Pipefish,"Cosmocampus maxweberi (Whitley, 1933)",,,LC,,,,,,native ,0,0,1,reef-associated,0,11,0,15,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Doryrhamphus excisus,Bluestripe pipefish ,"Black-sided pipefish (English), Bluestripe pipefish (English), Pacific blue-stripe pipefish (English)",,,,,LC,,,,,,native ,0,0,1,reef-associated,1,32,1,49,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Doryrhamphus janssi,Janss' pipefish ,"Cleaner pipefish (English), Janss's pipefish (English)",Cleaner Pipefish,"Doryrhamphus janssi (Herald & Randall, 1972)",,,LC,,,,,,native ,0,0,1,reef-associated,5,12,5,25,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Doryrhamphus malus,,"Masthead Island pipefish (English), Pigsnout pipefish (English)",,,,,,,,,,,endemic ,0,0,1,reef-associated,0,2,0,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Doryrhamphus negrosensis,Negros pipefish ,"Flagtail pipefish (English), Masthead Island pipefish (English), Queensland flagtail pipefish (English)",Flagtail Pipefish,"Doryrhamphus negrosensis Herre, 1934",,,LC,,,,,,native ,0,0,1,reef-associated,5,27,7,53,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Dunckerocampus dactyliophorus,Ringed pipefish ,"Banded pipefish (English), Ringed pipefish (English)",Banded Pipefish,"Dunckerocampus dactyliophorus (Bleeker, 1853)",,,DD,,CEES,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/775/GCA_901007775.1_Doryramphus_dactylophorus_assembly,,,native ,0,0,1,reef-associated,10,21,14,23,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Dunckerocampus pessuliferus,Yellowbanded pipefish ,"Yellowbanded pipefish (English), Yellowbar pipefish (English)",Yellowbanded Pipefish,"Dunckerocampus pessuliferus Fowler, 1938",,,LC,,,,,,native ,0,0,1,demersal,2,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
